time,pm25,dp,haps,nox,press,rh,temp,wd,wp
2023-01-01 06:00:00,26.1,45.0,0.1,14.1,996.0,57.0,61.0,155.7,3.5
2023-01-01 07:00:00,19.1,45.0,0.1,16.2,996.0,58.0,61.0,152.2,4.5
2023-01-01 08:00:00,15.1,45.0,1.5,14.7,996.0,62.0,59.0,148.3,3.3
2023-01-01 09:00:00,12.1,45.0,1.5,17.1,996.0,66.0,57.0,152.9,1.8
2023-01-01 10:00:00,9.1,45.0,1.5,14.8,996.0,68.0,56.0,142.5,2.3
2023-01-01 11:00:00,7.1,45.0,0.1,12.5,997.0,68.0,56.0,155.8,3.5
2023-01-01 12:00:00,15.1,45.0,0.1,10.3,997.0,69.0,56.0,151.2,3.7
2023-01-01 13:00:00,11.1,46.0,0.1,9.8,997.0,71.0,56.0,152.3,3.7
2023-01-01 14:00:00,10.1,47.0,0.1,8.4,997.0,68.0,58.0,158.4,4.6
2023-01-01 15:00:00,11.1,47.0,0.1,7.4,999.0,59.0,62.0,163.4,4.7
2023-01-01 16:00:00,10.1,47.0,0.1,7.7,999.0,47.0,68.0,187.9,3.9
2023-01-01 17:00:00,7.1,47.0,0.0,5.6,998.0,42.0,72.0,242.7,6.5
2023-01-01 18:00:00,4.1,48.0,0.1,6.5,997.0,40.0,74.0,178.0,3.8
2023-01-01 19:00:00,2.1,46.0,0.0,5.2,996.0,34.0,77.0,194.1,6.9
2023-01-01 20:00:00,4.1,48.0,0.1,4.4,995.0,36.0,77.0,182.5,6.0
2023-01-01 21:00:00,5.1,51.0,0.0,4.6,996.0,39.0,78.0,164.3,5.7
2023-01-01 22:00:00,5.1,52.0,0.1,3.9,996.0,43.0,77.0,174.6,6.0
2023-01-01 23:00:00,6.1,55.0,0.0,6.3,996.0,54.0,73.0,156.3,4.5
2023-01-02 00:00:00,6.1,56.0,0.1,10.7,996.0,62.0,70.0,149.7,3.9
2023-01-02 01:00:00,8.1,57.0,0.1,11.3,996.0,67.0,68.0,152.1,3.5
2023-01-02 02:00:00,12.1,58.0,0.1,12.2,996.0,75.0,66.0,141.9,3.0
2023-01-02 03:00:00,13.1,60.0,0.1,8.9,996.0,80.0,66.0,151.6,5.5
2023-01-02 04:00:00,10.1,61.0,0.1,7.4,997.0,84.0,66.0,161.3,4.3
2023-01-02 05:00:00,9.1,61.0,0.1,8.8,997.0,89.0,64.0,158.1,4.1
2023-01-02 06:00:00,10.1,61.0,0.71,7.5,997.0,90.0,64.0,150.7,4.5
2023-01-02 07:00:00,10.1,61.0,0.71,7.5,997.0,92.0,64.0,148.7,3.7
2023-01-02 08:00:00,11.1,62.0,0.0,7.5,996.0,93.0,63.0,146.4,3.5
2023-01-02 09:00:00,11.1,62.0,0.1,6.0,997.0,93.0,64.0,136.5,3.8
2023-01-02 10:00:00,10.1,63.0,0.0,6.1,996.0,93.0,65.0,131.8,4.1
2023-01-02 11:00:00,12.1,63.0,0.1,9.1,996.0,93.0,65.0,129.9,3.9
2023-01-02 12:00:00,12.1,64.0,0.0,10.5,996.0,93.0,66.0,129.5,3.6
2023-01-02 13:00:00,15.1,64.0,0.0,12.0,995.0,92.0,66.0,129.8,3.8
2023-01-02 14:00:00,15.1,65.0,0.0,9.3,995.0,92.0,67.0,138.0,4.3
2023-01-02 15:00:00,14.1,65.0,0.0,9.7,996.0,90.0,69.0,166.4,3.5
2023-01-02 16:00:00,14.1,66.0,0.0,4.9,996.0,85.0,71.0,166.2,6.3
2023-01-02 17:00:00,11.1,66.0,0.1,6.7,994.0,81.0,73.0,149.9,5.7
2023-01-02 18:00:00,7.1,67.0,0.1,5.0,993.0,78.0,74.0,171.2,5.3
2023-01-02 19:00:00,7.1,66.0,0.1,4.0,991.0,70.0,77.0,186.3,7.5
2023-01-02 20:00:00,10.1,66.0,0.1,3.4,990.0,69.0,77.0,182.7,8.1
2023-01-02 21:00:00,11.1,65.0,0.1,4.5,989.0,66.0,78.0,201.7,8.0
2023-01-02 22:00:00,18.1,65.0,0.1,6.2,989.0,63.0,79.0,202.8,7.0
2023-01-02 23:00:00,16.1,64.0,0.2,7.8,989.0,65.0,77.0,207.2,5.2
2023-01-03 00:00:00,19.1,64.0,0.2,10.3,990.0,69.0,75.0,183.4,4.2
2023-01-03 01:00:00,16.1,65.0,0.2,9.6,990.0,73.0,74.0,186.6,4.6
2023-01-03 02:00:00,18.1,64.0,0.2,11.1,991.0,76.0,72.0,165.9,3.3
2023-01-03 03:00:00,16.1,64.0,0.2,12.3,991.0,81.0,70.0,195.4,2.6
2023-01-03 04:00:00,7.1,49.0,0.1,6.8,993.0,49.0,70.0,288.7,7.9
2023-01-03 05:00:00,6.1,43.0,0.1,9.8,993.0,43.0,66.0,273.7,2.3
2023-01-03 06:00:00,7.1,42.0,0.1,15.0,993.0,47.0,63.0,211.2,1.8
2023-01-03 07:00:00,10.1,38.0,0.1,11.1,993.0,39.0,64.0,279.3,4.2
2023-01-03 08:00:00,10.1,37.0,0.54,12.1,995.0,38.0,63.0,279.4,4.4
2023-01-03 09:00:00,14.1,36.0,0.54,13.4,995.0,38.0,62.0,284.1,4.0
2023-01-03 10:00:00,13.1,34.0,0.0,16.4,995.0,35.0,62.0,278.2,3.8
2023-01-03 11:00:00,18.1,33.0,0.1,15.2,995.0,36.0,61.0,257.7,3.1
2023-01-03 12:00:00,21.1,32.0,0.1,24.6,996.0,36.0,59.0,256.6,2.9
2023-01-03 13:00:00,12.1,34.0,0.1,40.7,996.0,41.0,57.0,238.4,2.5
2023-01-03 14:00:00,17.1,33.0,0.1,39.0,996.0,39.0,58.0,249.1,2.6
2023-01-03 15:00:00,14.1,31.0,0.1,31.9,997.0,32.0,62.0,259.8,3.5
2023-01-03 16:00:00,12.1,29.0,0.0,19.0,997.0,27.0,64.0,269.3,6.1
2023-01-03 17:00:00,8.1,28.0,0.1,14.8,997.0,25.0,64.0,267.2,6.8
2023-01-03 18:00:00,4.1,27.0,0.1,11.2,996.0,24.0,66.0,277.8,6.6
2023-01-03 19:00:00,1.1,26.0,0.0,7.7,995.0,21.0,68.0,271.9,8.0
2023-01-03 20:00:00,-2.9,26.0,0.1,1.0,995.0,20.0,68.0,270.7,8.8
2023-01-03 21:00:00,-1.9,26.0,0.0,1.0,995.0,21.0,68.0,283.9,8.3
2023-01-03 22:00:00,0.1,27.0,0.1,1.0,996.0,23.0,66.0,306.4,6.3
2023-01-03 23:00:00,0.1,28.0,0.0,10.8,995.0,25.0,65.0,306.9,3.5
2023-01-04 00:00:00,0.1,29.0,0.1,21.2,996.0,28.0,63.0,309.8,2.1
2023-01-04 01:00:00,-3.9,29.0,0.1,25.6,997.0,29.0,62.0,306.4,2.1
2023-01-04 02:00:00,-4.9,29.0,0.1,72.7,998.0,34.0,58.0,248.2,1.8
2023-01-04 03:00:00,-1.9,32.0,0.2,54.6,998.0,39.0,57.0,324.4,2.1
2023-01-04 04:00:00,0.1,34.0,0.1,13.7,999.0,45.0,55.0,339.7,2.1
2023-01-04 05:00:00,1.1,34.0,0.1,11.9,999.0,50.0,52.0,335.6,0.8
2023-01-04 06:00:00,5.1,35.0,1.04,28.6,999.0,54.0,51.0,336.2,2.2
2023-01-04 07:00:00,6.1,35.0,1.04,31.6,999.0,58.0,50.0,359.0,1.5
2023-01-04 08:00:00,4.1,35.0,0.1,18.0,999.0,62.0,48.0,359.3,1.4
2023-01-04 09:00:00,4.1,36.0,0.3,28.2,1000.0,67.0,47.0,340.6,1.5
2023-01-04 10:00:00,6.1,35.0,0.1,44.5,1001.0,71.0,44.0,294.0,1.3
2023-01-04 11:00:00,6.1,36.0,0.1,42.6,1001.0,72.0,44.0,323.8,1.9
2023-01-04 12:00:00,6.1,36.0,0.1,55.9,1002.0,73.0,44.0,4.9,1.4
2023-01-04 13:00:00,10.1,35.0,0.2,79.5,1002.0,77.0,42.0,31.5,0.6
2023-01-04 14:00:00,11.1,33.0,0.2,67.3,1003.0,63.0,45.0,1.2,3.2
2023-01-04 15:00:00,8.1,29.0,0.2,22.5,1005.0,49.0,48.0,6.8,4.0
2023-01-04 16:00:00,4.1,30.0,0.1,20.1,1005.0,47.0,50.0,315.7,2.9
2023-01-04 17:00:00,3.1,30.0,0.1,20.2,1005.0,42.0,52.0,318.0,1.4
2023-01-04 18:00:00,3.1,30.0,0.1,20.1,1004.0,39.0,55.0,292.5,2.6
2023-01-04 19:00:00,4.1,31.0,0.1,19.8,1004.0,39.0,55.0,313.7,3.7
2023-01-04 20:00:00,4.1,31.0,0.1,18.8,1004.0,37.0,57.0,316.5,3.2
2023-01-04 21:00:00,4.1,30.0,0.1,15.8,1004.0,34.0,59.0,309.6,3.6
2023-01-04 22:00:00,4.1,31.0,0.0,14.9,1005.0,36.0,58.0,331.9,3.4
2023-01-04 23:00:00,2.1,32.0,0.0,15.2,1005.0,40.0,56.0,345.5,2.1
2023-01-05 00:00:00,3.1,33.0,0.1,33.2,1005.0,44.0,55.0,20.9,2.4
2023-01-05 01:00:00,6.1,34.0,0.2,56.9,1006.0,47.0,53.0,37.2,2.4
2023-01-05 02:00:00,8.1,34.0,0.1,47.0,1006.0,51.0,52.0,32.9,1.2
2023-01-05 03:00:00,9.1,34.0,1.2,65.7,1007.0,55.0,50.0,327.6,2.0
2023-01-05 04:00:00,17.1,36.0,1.4,84.6,1008.0,63.0,48.0,330.7,1.5
2023-01-05 05:00:00,14.1,36.0,0.3,104.5,1008.0,69.0,46.0,289.9,0.3
2023-01-05 06:00:00,16.1,36.0,0.3,127.5,1008.0,75.0,43.0,243.2,0.9
2023-01-05 07:00:00,16.1,37.0,1.6,121.5,1009.0,75.0,44.0,340.2,2.1
2023-01-05 08:00:00,12.1,36.0,4.86,87.1,1009.0,77.0,43.0,308.4,1.4
2023-01-05 09:00:00,11.1,34.0,4.86,83.0,1009.0,79.0,40.0,237.4,1.5
2023-01-05 10:00:00,11.1,34.0,0.7,68.4,1009.0,81.0,39.0,269.7,2.3
2023-01-05 11:00:00,13.1,33.0,0.7,85.6,1010.0,79.0,39.0,275.6,2.1
2023-01-05 12:00:00,13.1,34.0,0.9,113.5,1011.0,80.0,39.0,300.8,1.5
2023-01-05 13:00:00,17.1,33.0,1.1,140.9,1011.0,82.0,38.0,226.6,1.4
2023-01-05 14:00:00,14.1,33.0,1.0,121.8,1012.0,72.0,41.0,296.9,1.2
2023-01-05 15:00:00,9.1,30.0,0.1,60.9,1012.0,53.0,47.0,303.7,1.8
2023-01-05 16:00:00,10.1,29.0,0.4,57.4,1014.0,45.0,50.0,299.4,2.3
2023-01-05 17:00:00,7.1,27.0,0.0,27.9,1013.0,38.0,52.0,323.1,2.8
2023-01-05 18:00:00,4.1,26.0,0.1,28.5,1012.0,33.0,55.0,328.3,3.6
2023-01-05 19:00:00,5.1,24.0,0.1,22.1,1011.0,27.0,57.0,348.3,3.8
2023-01-05 20:00:00,4.1,22.0,0.1,15.4,1011.0,23.0,60.0,335.7,2.9
2023-01-05 21:00:00,3.1,20.0,0.1,9.4,1010.0,21.0,60.0,10.6,2.9
2023-01-05 22:00:00,2.1,19.0,0.1,8.0,1009.0,20.0,61.0,340.3,1.2
2023-01-05 23:00:00,3.1,21.0,0.1,17.1,1009.0,24.0,59.0,316.3,1.3
2023-01-06 00:00:00,4.1,20.0,0.1,48.7,1010.0,28.0,52.0,248.9,0.2
2023-01-06 01:00:00,8.1,23.0,0.3,105.6,1010.0,32.0,52.0,98.9,1.3
2023-01-06 02:00:00,10.1,24.0,1.3,128.8,1010.0,35.0,51.0,129.3,1.3
2023-01-06 03:00:00,16.1,26.0,1.1,125.2,1010.0,40.0,49.0,132.0,1.5
2023-01-06 04:00:00,16.1,27.0,1.2,141.9,1010.0,46.0,47.0,146.2,1.4
2023-01-06 05:00:00,17.1,27.0,1.1,108.4,1009.0,46.0,47.0,140.7,1.5
2023-01-06 06:00:00,17.1,28.0,3.85,93.0,1009.0,48.0,47.0,166.0,1.5
2023-01-06 07:00:00,11.1,28.0,3.85,53.7,1009.0,47.0,47.0,144.5,2.8
2023-01-06 08:00:00,11.1,27.0,0.4,41.5,1009.0,46.0,47.0,139.2,2.7
2023-01-06 09:00:00,10.1,27.0,0.4,34.4,1009.0,48.0,46.0,152.5,2.7
2023-01-06 10:00:00,10.1,28.0,0.4,31.7,1009.0,49.0,46.0,145.8,3.2
2023-01-06 11:00:00,9.1,28.0,0.3,28.9,1009.0,51.0,46.0,147.1,3.5
2023-01-06 12:00:00,7.1,30.0,0.4,33.1,1008.0,54.0,46.0,146.5,4.0
2023-01-06 13:00:00,9.1,31.0,0.4,34.8,1008.0,56.0,46.0,140.6,4.4
2023-01-06 14:00:00,12.1,32.0,0.4,40.6,1008.0,55.0,48.0,149.7,4.8
2023-01-06 15:00:00,16.1,36.0,0.4,46.0,1008.0,54.0,53.0,155.1,6.0
2023-01-06 16:00:00,16.1,44.0,0.2,18.9,1008.0,62.0,57.0,159.3,6.4
2023-01-06 17:00:00,14.1,49.0,0.2,17.0,1007.0,71.0,58.0,170.4,5.8
2023-01-06 18:00:00,12.1,49.0,0.2,16.7,1005.0,65.0,61.0,166.4,6.2
2023-01-06 19:00:00,10.1,52.0,0.1,12.1,1003.0,66.0,64.0,180.1,6.8
2023-01-06 20:00:00,8.1,55.0,0.0,8.6,1002.0,61.0,69.0,177.3,8.2
2023-01-06 21:00:00,7.1,55.0,0.0,6.8,1003.0,59.0,70.0,179.0,8.7
2023-01-06 22:00:00,7.1,57.0,0.1,7.7,1002.0,63.0,70.0,184.6,8.2
2023-01-06 23:00:00,5.1,57.0,0.1,7.4,1002.0,67.0,69.0,185.8,8.2
2023-01-07 00:00:00,5.1,57.0,0.0,9.5,1002.0,67.0,68.0,180.3,5.4
2023-01-07 01:00:00,5.1,57.0,0.1,9.7,1002.0,68.0,68.0,164.8,5.2
2023-01-07 02:00:00,5.1,57.0,0.1,18.5,1003.0,72.0,66.0,147.9,3.6
2023-01-07 03:00:00,4.1,57.0,0.1,18.0,1003.0,76.0,64.0,162.6,3.5
2023-01-07 04:00:00,5.1,55.0,0.1,17.5,1003.0,79.0,62.0,155.5,4.1
2023-01-07 05:00:00,6.1,55.0,0.1,14.0,1004.0,79.0,62.0,152.3,5.1
2023-01-07 06:00:00,9.1,57.0,0.0,6.3,1004.0,76.0,65.0,187.6,6.4
2023-01-07 07:00:00,10.1,58.0,0.1,6.7,1003.0,78.0,65.0,193.3,5.5
2023-01-07 08:00:00,4.1,58.0,0.45,7.9,1004.0,83.0,63.0,226.4,4.4
2023-01-07 09:00:00,3.1,58.0,0.45,5.1,1004.0,86.0,62.0,200.6,5.0
2023-01-07 10:00:00,3.1,57.0,0.1,6.4,1004.0,88.0,61.0,247.6,4.2
2023-01-07 11:00:00,-4.9,56.0,0.1,8.8,1004.0,91.0,59.0,244.1,3.1
2023-01-07 12:00:00,-2.9,56.0,0.1,18.1,1005.0,93.0,58.0,267.9,3.2
2023-01-07 13:00:00,3.1,49.0,0.1,21.3,1007.0,79.0,56.0,309.1,5.2
2023-01-07 14:00:00,3.1,41.0,0.1,11.7,1008.0,62.0,54.0,311.3,6.0
2023-01-07 15:00:00,3.1,40.0,0.1,13.4,1008.0,62.0,53.0,319.5,5.8
2023-01-07 16:00:00,7.1,39.0,0.1,11.7,1009.0,55.0,55.0,333.9,5.5
2023-01-07 17:00:00,9.1,37.0,0.0,9.8,1009.0,52.0,55.0,345.9,5.4
2023-01-07 18:00:00,7.1,37.0,0.1,8.8,1008.0,48.0,57.0,325.1,5.5
2023-01-07 19:00:00,7.1,36.0,0.0,9.1,1008.0,44.0,58.0,338.5,5.5
2023-01-07 20:00:00,7.1,36.0,0.0,1.1,1008.0,42.0,59.0,342.1,6.8
2023-01-07 21:00:00,6.1,35.0,0.0,1.1,1008.0,40.0,59.0,344.7,6.8
2023-01-07 22:00:00,7.1,35.0,0.0,1.1,1009.0,41.0,59.0,331.0,4.5
2023-01-07 23:00:00,7.1,36.0,0.1,11.7,1009.0,43.0,59.0,330.5,3.0
2023-01-08 00:00:00,7.1,36.0,0.1,10.6,1009.0,43.0,59.0,332.8,4.0
2023-01-08 01:00:00,8.1,36.0,0.1,10.4,1010.0,44.0,57.0,332.6,3.4
2023-01-08 02:00:00,10.1,35.0,0.0,7.2,1010.0,46.0,55.0,331.8,5.0
2023-01-08 03:00:00,8.1,34.0,0.86,7.4,1010.0,47.0,54.0,346.5,4.7
2023-01-08 04:00:00,7.1,34.0,0.86,8.7,1010.0,49.0,53.0,334.7,4.2
2023-01-08 05:00:00,8.1,34.0,0.2,7.9,1011.0,52.0,52.0,345.2,3.9
2023-01-08 06:00:00,9.1,34.0,0.95,8.2,1011.0,55.0,50.0,338.3,2.7
2023-01-08 07:00:00,10.1,35.0,0.95,11.5,1011.0,60.0,49.0,322.4,2.6
2023-01-08 08:00:00,10.1,35.0,0.95,13.3,1011.0,59.0,48.0,316.2,3.7
2023-01-08 09:00:00,12.1,34.0,0.1,8.6,1011.0,57.0,49.0,342.0,3.8
2023-01-08 10:00:00,10.1,34.0,0.0,6.3,1012.0,59.0,48.0,345.1,3.3
2023-01-08 11:00:00,6.1,34.0,0.0,4.8,1012.0,60.0,47.0,345.5,3.5
2023-01-08 12:00:00,6.1,33.0,0.0,5.4,1012.0,61.0,46.0,342.4,3.6
2023-01-08 13:00:00,7.1,32.0,0.1,6.5,1012.0,63.0,44.0,344.0,3.3
2023-01-08 14:00:00,9.1,32.0,0.1,7.6,1012.0,62.0,44.0,0.6,4.9
2023-01-08 15:00:00,7.1,31.0,0.1,8.5,1012.0,57.0,46.0,341.9,3.4
2023-01-08 16:00:00,5.1,32.0,0.1,9.1,1013.0,49.0,50.0,339.0,3.1
2023-01-08 17:00:00,6.1,30.0,0.0,7.7,1013.0,41.0,54.0,3.8,2.1
2023-01-08 18:00:00,6.1,31.0,0.0,8.3,1012.0,38.0,57.0,307.0,3.2
2023-01-08 19:00:00,7.1,30.0,0.0,7.6,1011.0,34.0,59.0,301.7,3.5
2023-01-08 20:00:00,7.1,31.0,0.1,7.3,1010.0,31.0,62.0,273.4,3.3
2023-01-08 21:00:00,5.1,30.0,0.0,6.8,1010.0,30.0,62.0,310.2,2.5
2023-01-08 22:00:00,4.1,29.0,0.1,7.5,1009.0,30.0,61.0,348.7,1.6
2023-01-08 23:00:00,5.1,31.0,0.1,8.4,1010.0,34.0,60.0,304.5,2.2
2023-01-09 00:00:00,5.1,34.0,0.1,20.1,1010.0,43.0,57.0,359.2,1.2
2023-01-09 01:00:00,10.1,34.0,0.1,43.6,1010.0,46.0,55.0,24.4,1.1
2023-01-09 02:00:00,13.1,35.0,0.2,68.0,1010.0,55.0,51.0,343.3,0.5
2023-01-09 03:00:00,19.1,33.0,0.2,91.9,1010.0,57.0,48.0,99.1,0.8
2023-01-09 04:00:00,17.1,35.0,0.3,100.1,1010.0,65.0,46.0,265.5,0.2
2023-01-09 05:00:00,23.1,34.0,0.3,123.9,1011.0,69.0,43.0,182.1,0.5
2023-01-09 06:00:00,24.1,35.0,0.4,120.5,1010.0,73.0,43.0,174.4,0.0
2023-01-09 07:00:00,20.1,37.0,0.3,98.8,1010.0,82.0,42.0,187.5,0.5
2023-01-09 08:00:00,21.1,36.0,4.71,130.5,1010.0,82.0,41.0,89.2,0.4
2023-01-09 09:00:00,29.1,35.0,4.71,103.1,1009.0,77.0,41.0,164.5,1.5
2023-01-09 10:00:00,21.1,34.0,0.2,83.6,1009.0,72.0,42.0,155.6,1.5
2023-01-09 11:00:00,18.1,33.0,0.8,77.8,1009.0,69.0,43.0,150.1,1.9
2023-01-09 12:00:00,20.1,33.0,0.2,91.6,1009.0,70.0,43.0,163.5,1.9
2023-01-09 13:00:00,22.1,34.0,0.2,100.3,1009.0,70.0,43.0,154.9,3.4
2023-01-09 14:00:00,19.1,34.0,0.2,83.2,1009.0,63.0,46.0,163.9,4.6
2023-01-09 15:00:00,19.1,36.0,0.2,76.6,1010.0,57.0,51.0,157.3,4.5
2023-01-09 16:00:00,11.1,37.0,0.1,24.0,1010.0,49.0,57.0,164.8,6.5
2023-01-09 17:00:00,11.1,38.0,0.1,11.4,1009.0,42.0,61.0,165.9,6.0
2023-01-09 18:00:00,10.1,38.0,0.1,9.7,1008.0,38.0,64.0,178.6,6.2
2023-01-09 19:00:00,8.1,38.0,0.0,7.2,1006.0,36.0,66.0,184.6,5.9
2023-01-09 20:00:00,8.1,39.0,0.0,7.4,1004.0,33.0,69.0,170.7,6.0
2023-01-09 21:00:00,8.1,38.0,0.1,8.4,1004.0,31.0,70.0,184.0,6.1
2023-01-09 22:00:00,8.1,39.0,0.0,9.2,1004.0,33.0,70.0,191.1,6.1
2023-01-09 23:00:00,7.1,40.0,0.1,14.2,1004.0,38.0,67.0,178.8,5.2
2023-01-10 00:00:00,5.1,41.0,0.1,22.1,1004.0,44.0,63.0,164.1,4.1
2023-01-10 01:00:00,6.1,42.0,0.1,22.6,1004.0,49.0,61.0,164.4,3.7
2023-01-10 02:00:00,9.1,44.0,0.1,20.6,1004.0,56.0,60.0,171.2,3.3
2023-01-10 03:00:00,9.1,45.0,0.1,17.0,1004.0,60.0,59.0,172.7,3.8
2023-01-10 04:00:00,10.1,46.0,0.1,15.4,1004.0,65.0,58.0,165.0,3.9
2023-01-10 05:00:00,12.1,47.0,0.1,18.2,1003.0,69.0,57.0,148.9,3.1
2023-01-10 06:00:00,13.1,48.0,1.37,14.9,1003.0,74.0,56.0,159.6,2.5
2023-01-10 07:00:00,16.1,48.0,1.37,29.9,1002.0,79.0,54.0,279.4,0.8
2023-01-10 08:00:00,18.1,49.0,0.1,24.5,1002.0,84.0,54.0,183.9,1.7
2023-01-10 09:00:00,14.1,48.0,0.1,30.3,1002.0,87.0,52.0,171.4,2.6
2023-01-10 10:00:00,16.1,48.0,0.1,33.4,1001.0,89.0,51.0,170.2,3.0
2023-01-10 11:00:00,16.1,48.0,0.1,47.5,1001.0,92.0,50.0,173.4,2.5
2023-01-10 12:00:00,17.1,47.0,0.1,69.9,1001.0,93.0,49.0,165.2,2.7
2023-01-10 13:00:00,20.1,47.0,0.2,99.7,1001.0,93.0,49.0,162.4,2.2
2023-01-10 14:00:00,20.1,47.0,0.2,96.6,1001.0,83.0,53.0,188.9,2.7
2023-01-10 15:00:00,20.1,47.0,0.1,23.0,1001.0,63.0,59.0,214.2,5.5
2023-01-10 16:00:00,20.1,47.0,0.0,14.3,1001.0,55.0,64.0,213.2,6.0
2023-01-10 17:00:00,26.1,48.0,0.0,12.4,1000.0,48.0,68.0,212.4,6.6
2023-01-10 18:00:00,12.1,47.0,0.0,10.1,999.0,39.0,74.0,216.0,7.1
2023-01-10 19:00:00,7.1,46.0,0.0,8.2,997.0,33.0,77.0,215.1,7.8
2023-01-10 20:00:00,2.1,46.0,0.0,0.5,996.0,29.0,81.0,211.9,8.0
2023-01-10 21:00:00,3.1,42.0,0.1,0.5,996.0,24.0,83.0,209.7,8.2
2023-01-10 22:00:00,2.1,40.0,0.0,0.5,996.0,22.0,82.0,216.0,5.4
2023-01-10 23:00:00,6.1,40.0,0.1,24.6,995.0,24.0,79.0,199.5,4.4
2023-01-11 00:00:00,7.1,43.0,0.1,26.8,996.0,31.0,76.0,173.3,4.4
2023-01-11 01:00:00,1.1,52.0,0.1,15.5,996.0,49.0,72.0,174.1,4.5
2023-01-11 02:00:00,17.1,53.0,0.1,16.1,996.0,56.0,69.0,164.2,4.2
2023-01-11 03:00:00,10.1,52.0,0.1,14.7,996.0,55.0,69.0,186.2,3.9
2023-01-11 04:00:00,10.1,51.0,0.1,16.6,996.0,52.0,70.0,207.0,5.4
2023-01-11 05:00:00,9.1,50.0,0.1,10.3,996.0,51.0,69.0,240.1,4.6
2023-01-11 06:00:00,8.1,51.0,0.0,9.6,996.0,60.0,65.0,239.5,5.2
2023-01-11 07:00:00,5.1,48.0,0.0,9.5,996.0,59.0,63.0,236.0,3.6
2023-01-11 08:00:00,3.1,46.0,0.55,11.6,996.0,57.0,62.0,233.2,2.0
2023-01-11 09:00:00,3.1,43.0,0.55,18.0,996.0,54.0,60.0,193.4,2.1
2023-01-11 10:00:00,5.1,42.0,0.1,16.0,996.0,53.0,59.0,231.8,2.0
2023-01-11 11:00:00,5.1,42.0,0.1,18.8,996.0,54.0,59.0,227.6,2.9
2023-01-11 12:00:00,3.1,42.0,0.1,28.6,997.0,56.0,58.0,223.9,2.5
2023-01-11 13:00:00,3.1,41.0,0.1,35.2,997.0,55.0,58.0,249.0,2.5
2023-01-11 14:00:00,5.1,41.0,0.1,35.5,997.0,49.0,61.0,220.3,2.4
2023-01-11 15:00:00,10.1,41.0,0.1,28.2,997.0,39.0,67.0,246.7,3.9
2023-01-11 16:00:00,7.1,44.0,0.1,23.4,997.0,37.0,72.0,234.4,4.7
2023-01-11 17:00:00,3.1,46.0,0.1,19.0,996.0,34.0,76.0,204.6,4.6
2023-01-11 18:00:00,2.1,48.0,0.0,10.5,994.0,31.0,81.0,209.3,7.0
2023-01-11 19:00:00,3.1,48.0,0.1,8.0,993.0,31.0,82.0,208.7,7.4
2023-01-11 20:00:00,6.1,50.0,0.0,9.1,992.0,34.0,82.0,194.4,8.8
2023-01-11 21:00:00,8.1,53.0,0.0,7.5,991.0,36.0,83.0,184.8,8.8
2023-01-11 22:00:00,9.1,58.0,0.1,9.3,991.0,45.0,81.0,181.7,8.7
2023-01-11 23:00:00,10.1,60.0,0.1,10.4,991.0,54.0,77.0,184.4,7.3
2023-01-12 00:00:00,15.1,60.0,0.0,10.8,991.0,59.0,75.0,194.1,7.3
2023-01-12 01:00:00,16.1,60.0,0.1,12.1,992.0,62.0,73.0,205.2,7.0
2023-01-12 02:00:00,12.1,58.0,0.1,13.3,992.0,64.0,71.0,227.6,6.0
2023-01-12 03:00:00,12.1,36.0,0.0,12.6,994.0,28.0,73.0,292.2,8.8
2023-01-12 04:00:00,11.1,19.0,0.1,7.9,995.0,13.0,73.0,293.8,9.4
2023-01-12 05:00:00,10.1,17.0,0.1,4.4,996.0,13.0,70.0,278.8,8.4
2023-01-12 06:00:00,10.1,16.0,0.39,2.8,996.0,13.0,69.0,293.6,9.6
2023-01-12 07:00:00,10.1,25.0,0.39,2.4,998.0,23.0,64.0,300.2,13.4
2023-01-12 08:00:00,3.1,31.0,0.1,2.9,1000.0,37.0,57.0,301.2,14.6
2023-01-12 09:00:00,2.1,32.0,0.1,3.2,1001.0,45.0,53.0,302.8,13.1
2023-01-12 10:00:00,7.1,32.0,0.1,3.0,1003.0,50.0,50.0,303.8,13.0
2023-01-12 11:00:00,5.1,32.0,0.1,3.3,1004.0,54.0,48.0,310.7,13.0
2023-01-12 12:00:00,6.1,33.0,0.1,4.5,1006.0,58.0,47.0,309.7,11.5
2023-01-12 13:00:00,8.1,33.0,0.1,5.7,1008.0,60.0,46.0,313.2,10.6
2023-01-12 14:00:00,6.1,34.0,0.0,7.0,1009.0,59.0,47.0,315.0,9.3
2023-01-12 15:00:00,4.1,34.0,0.1,5.9,1009.0,56.0,49.0,326.5,9.1
2023-01-12 16:00:00,2.1,34.0,0.1,5.5,1011.0,53.0,50.0,317.9,9.6
2023-01-12 17:00:00,5.1,34.0,0.1,4.9,1012.0,48.0,53.0,320.4,9.2
2023-01-12 18:00:00,4.1,33.0,0.1,4.2,1011.0,43.0,55.0,321.4,9.4
2023-01-12 19:00:00,5.1,32.0,0.1,4.6,1011.0,40.0,56.0,341.4,9.2
2023-01-12 20:00:00,8.1,29.0,0.1,4.7,1011.0,36.0,56.0,339.7,8.8
2023-01-12 21:00:00,6.1,30.0,0.1,5.0,1012.0,36.0,56.0,332.9,8.5
2023-01-12 22:00:00,7.1,29.0,0.1,4.9,1013.0,37.0,56.0,333.7,7.9
